Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link,writers,directors,stars,budget,opening_weekend_Gross,grossWorldWWide,gross_US_Canada,release_date,countries_origin,filming_locations,production_company,awards_content,genres,Languages
327. Xeno,2025,1h 43m,PG-13,5.1,2K,,"A young girl and a terrifying alien form a powerful bond after a chance encounter in the desert, sending them on an adventure that questions the nature of good and evil.",https://www.imdb.com/title/tt27629220/?ref_=sr_i_327,['Matthew Loren Oates'],['Matthew Loren Oates'],"['Lulu Wilson', 'Omari Hardwick', 'Trae Romano', 'Josh Cooke', 'Jeff Gonzalez', 'Zacciah Hanson', 'Anthony Hord', 'Cassandra Killian', 'Joseph Ortega', ""Ron Rogge'""]",,"$71,901","$107,522","$107,522","September 19, 2025",['United States'],"['Albuquerque, New Mexico, USA']","['Hartbeat Productions', 'Tabooma', 'The Henson Company']",,"['Alien Invasion', 'Adventure', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",['English']
328. Marlee Matlin: Not Alone Anymore,2025,1h 36m,,7.6,358,79.0,Explores Marlee Matlin's life as a groundbreaking deaf performer.,https://www.imdb.com/title/tt33322301/?ref_=sr_i_328,"['Marlee Matlin', 'Shoshannah Stern', 'Randa Haines']",['Shoshannah Stern'],"['Marlee Matlin', 'Shoshannah Stern', 'Randa Haines', 'Lauren Ridloff', 'Jack Jason', 'Troy Kotsur', 'John Maucere', 'Liz Tannebaum', 'Eric Matlin', 'Gloria Matlin']",,"$5,826","$109,284","$106,109","October 14, 2025",['United States'],,"['Actual Films', 'American Masters Pictures', 'Impact Partners']","Awards, 2 wins & 6 nominations total","['Biography', 'Documentary']","['American Sign Language', 'English']"
329. Dark Nuns,2025,1h 54m,,5.2,2.4K,,"A young boy Hee-Joon is possessed by an evil spirit. Nun Yunia tries to save him, assisted by Nun Mikaela. Priest Paul attempts medical treatment, while Priest Andrew performs an exorcism to rid Hee-Joon of the spirit.",https://www.imdb.com/title/tt32491690/?ref_=sr_i_329,"['Hyo-jin Oh', 'Su-min Park', 'Kim Woo-Jin']",['Kwon Hyeok-jae'],"['Song Hye-kyo', 'Jeon Yeo-been', 'Lee Jin-wook', 'Moon Woo-jin', 'Kim Guk-Hee', 'Shin Jae-hwi', 'Park Jeong-hak', 'Oh Man-seok', 'Yun Jin Seong', 'Jeon Su-ji']",,"$54,923","$12,140,335","$103,433","January 24, 2025",['South Korea'],,['Zip Cinema'],"Awards, 2 nominations total","['Korean', 'Supernatural Horror', 'Horror', 'Mystery', 'Thriller']",['Korean']
330. Omaha,2025,1h 23m,PG-13,7.0,1.4K,74.0,A father conceals the truth about his family's seemingly spontaneous cross-country road trip. A Sundance premiere starring John Magaro (Past Lives).,https://www.imdb.com/title/tt29253299/?ref_=sr_i_330,['Robert Machoian'],['Cole Webley'],"['John Magaro', 'Molly Belle Wright', 'Wyatt Solis', 'Talia Balsam', 'Rachel Alig', 'Max Carpenter', 'Lisa Carswell', 'Janelle Fore', 'Ally Wright', ""Ketrick 'Jazz' Copeland""]",,"$13,590","$102,909","$102,909","April 24, 2026",['United States'],"['Utah, USA']","['Sanctuary Content', 'Kaleidoscope Pictures', 'Monarch Content']","Awards, 6 wins & 11 nominations total",['Drama'],['English']
331. Marama,2025,1h 29m,,5.9,1.2K,79.0,"A Maori Gothic Revenge Horror set in Victorian England, 1859.",https://www.imdb.com/title/tt15284556/?ref_=sr_i_331,['Taratoa Stappard'],['Taratoa Stappard'],"['Ariana Osborne', 'Toby Stephens', 'Umi Myers', 'Erroll Shand', 'Evelyn Towersey', 'Jordan Mooney', 'Mihi Te Rauhi Daniels', 'Turia Schmidt-Peke', 'Elliot Blakely', 'Jonno Roberts']",,"$7,594","$224,328","$102,397","February 12, 2026","['New Zealand', 'United Kingdom']",,"['Hinterland Creative', 'MPI Media Group', 'New Zealand Film Commission']","Awards, 3 wins & 5 nominations total","['Period Drama', 'Drama', 'Horror', 'Mystery', 'Thriller']","['English', 'Maori', 'French']"
332. Dead Lover,2025,1h 35m,,5.8,458,77.0,"A lonely gravedigger who stinks of corpses finally meets her dream man, but their whirlwind affair is cut short when he tragically drowns at sea. Grief-stricken, she goes to morbid lengths to resurrect him through madcap experiments.",https://www.imdb.com/title/tt27378311/?ref_=sr_i_332,"['Grace Glowicki', 'Ben Petrie']",['Grace Glowicki'],"['Leah Doz', 'Grace Glowicki', 'Lowen Morrow', 'Ben Petrie']",,"$13,512","$108,513","$102,194","March 20, 2026","['Canada', 'United States']","['AstroLabs Studios, Toronto, Ontario, Canada (studio: all of the sets were two black box stages that were redecorated for each scene)']",['Featured Creatures'],"Awards, 2 wins & 1 nomination total","['B-Horror', 'Body Horror', 'Dark Romance', 'Comedy', 'Horror', 'Romance', 'Sci-Fi', 'Thriller']",['English']
333. Pompei: Below the Clouds,2025,1h 55m,,6.9,655,87.0,"Naples faces dual volcanic threats from Vesuvius and Campi Flegrei. Amid increasing tremors, archaeologists work as residents live anxiously, haunted by Pompeii's fate while emergency services strain.",https://www.imdb.com/title/tt36874833/?ref_=sr_i_333,"['Gianfranco Rosi', 'Carmelo Marabello', 'Marie-Pierre Muller']",['Gianfranco Rosi'],,,"$20,329","$231,338","$99,662","March 6, 2026",['Italy'],,"['21 Unofilm', 'Stemal Entertainment', 'Rai Cinema']","Awards, 3 wins & 6 nominations total","['Italian', 'Documentary']","['Italian', 'Arabic', 'Japanese', 'Neapolitan', 'English']"
334. The Last Whale Singer,2025,1h 31m,PG,5.9,269,,"When a monstrous creature escapes from a melting iceberg, a self-doubting teenage humpback whale must face his fears and dive into the darkest depths with his friends, to discover a mystical song that can save the oceans from destruction.",https://www.imdb.com/title/tt13518550/?ref_=sr_i_334,"['Reza Memari', 'Greg Nix']","['Pavel Hrubos', 'Steven Majaury', 'Reza Memari']","['Vincent Tong', 'Lisa Ortiz', 'Bruce Dinsmore', 'Priyanka', 'Chimwemwe Miller', 'Jessica Kardos', 'Elizabeth Neale', 'Jenna Wheeler-Hughes', 'Jen Viens', 'Matthew Kabwe']",,,"$898,215","$93,163","February 12, 2026","['Germany', 'Czech Republic', 'Canada']",,"['Telescope Animation', 'PFX', 'La Boîte à Fanny']","Awards, 2 wins & 2 nominations total","['Animation', 'Family']",['English']
335. The Python Hunt,2025,1h 31m,,7.6,119,63.0,"Every year the Florida government invites the public to compete in an invasive python removal contest in the Everglades. For 10 nights, an eclectic group of hunters confront the dangerous terrain, nocturnal creatures and their own desires.",https://www.imdb.com/title/tt35514288/?ref_=sr_i_335,"['Toby Benoit', 'Jimbo McCartney', 'Shannon McCartney']",['Xander Robin'],"['Toby Benoit', 'Jimbo McCartney', 'Shannon McCartney', 'Madison Oliveira', 'Richard Pereny', 'Anne Stratton', 'Joe Wasilewski']",,"$13,827","$89,868","$89,868","March 8, 2025",['United States'],"['Florida, USA (Everglades)']","['Artists Equity', 'To Be Formed']","Awards, 4 wins & 3 nominations total",['Documentary'],['English']
336. Sound of Falling,2025,2h 35m,Not Rated,7.0,6K,90.0,"A remote German farm harbors generations of secrets. Four women, separated by decades but united by trauma, uncover the truth behind its weathered walls.",https://www.imdb.com/title/tt28690468/?ref_=sr_i_336,"['Louise Peter', 'Mascha Schilinski']",['Mascha Schilinski'],"['Hanna Heckt', 'Lena Urzendowsky', 'Susanne Wuest', 'Luise Heyer', 'Laeni Geiseler', 'Lea Drinda', 'Florian Geißelmann', 'Gode Benedix', 'Bärbel Schwarz', 'Lucas Prisor']",,"$11,910","$5,094,080","$88,547","January 16, 2026",['Germany'],,"['Studio Zentral', 'Das kleine Fernsehspiel (ZDF)']","Awards, 23 wins & 43 nominations total","['German', 'Psychological Drama', 'Drama', 'War']",['German']
337. Miss Kobayashi's Dragon Maid: A Lonely Dragon Wants to Be Loved,2025,1h 45m,,7.7,478,,"Kanna's father returns to drag her back to the Dragon World as war brews between Chaos and Harmony. Torn between duty and friends, Kanna must decide her path-while a hidden force threatens to consume both worlds.",https://www.imdb.com/title/tt36592985/?ref_=sr_i_337,"['Coolkyoushinja', 'Yuka Yamada', 'Madeleine Morris']","['Tatsuya Ishihara', 'Jad Saxton', 'Yasuhiro Takemoto']","['Kaori Ishihara', 'Emiri Kato', 'Sachiko Kobayashi', 'Yûki Kuwahara', 'Maria Naganawa', 'Yûichi Nakamura', 'Daisuke Ono', 'Nobunaga Shimazaki', 'Shiori Sugiura', 'Fumihiko Tachiki']",,,"$1,332,039","$87,563","June 27, 2025",['Japan'],,['Kyoto Animation'],,"['Japanese', 'Adult Animation', 'Anime', 'Hand-Drawn Animation', 'Adventure', 'Animation', 'Fantasy']",['Japanese']
338. Zombie Land Saga: Yumeginga Paradise,2025,2h,,7.7,174,,"At the end of the second season, in Saga City, which is about to be held at the Saga EXPO, aliens invaded the earth. In Saga, the survival of the world depends on the protagonists.",https://www.imdb.com/title/tt35658228/?ref_=sr_i_338,['Clint Bickham'],['Megan Shipman'],"['Kaede Hondo', 'Asami Tano', 'Risa Taneda', 'Maki Kawase', 'Rika Kinugawa', 'Minami Tanaka', 'Kotono Mitsuishi', 'Mamoru Miyano', 'Yôsuke Akimoto', 'Yutaka Aoyama']",,"$87,333","$196,279","$87,333","October 24, 2025",['Japan'],,"['Avex Pictures', 'Cygames', 'Mappa']",,"['Japanese', 'Anime', 'Hand-Drawn Animation', 'Action', 'Animation', 'Comedy', 'Fantasy', 'Horror', 'Music', 'Sci-Fi']",['Japanese']
339. The Man Who Saves the World?,2025,1h 27m,,7.7,22,78.0,"An eccentric American peace activist pursues his belief that he's destined to unite South American tribes and save the Amazon, taking drastic steps to fulfill what he sees as an ancient prophecy.",https://www.imdb.com/title/tt37677322/?ref_=sr_i_339,['Gabe Polsky'],['Gabe Polsky'],"['Jane Goodall', 'Patrick McCollum', 'Gabe Polsky']",,"$16,175","$87,330","$87,330","October 17, 2025",,,"['Gabriel Polsky Productions', 'Rough House Pictures']",,['Documentary'],[]
340. Magic Farm,2025,1h 33m,,6.0,1.6K,60.0,"A media crew mistakenly ends up in the wrong country while trying to profile a musician. As they collaborate with locals to create a viral trend, relationships form amid an unfolding health crisis.",https://www.imdb.com/title/tt34966919/?ref_=sr_i_340,['Amalia Ulman'],['Amalia Ulman'],"['Chloë Sevigny', 'Joe Apollonio', 'Simon Rex', 'Alex Wolff', 'Amalia Ulman', 'Abuela Marita', 'Guillermo Jacubowicz', 'Margarita Yolanda Cariaco', 'Laureana Insua Ochoa', 'Valeria Lois']",,"$18,314","$93,629","$84,752","May 16, 2025","['United States', 'Argentina', 'United Kingdom']",['Argentina'],"['Spacemaker Productions', ""Holga's Meow"", 'Icki Eneo Arlo']","Awards, 1 win & 3 nominations total","['Comedy', 'Drama']","['English', 'Spanish', 'French']"
341. Romería,2025,1h 54m,,6.8,3.1K,76.0,"With her mother's diary in hand, Marina's search for official documents for university leads her to her biological family on the Atlantic coast. What starts as an administrative quest reveals long-buried family secrets.",https://www.imdb.com/title/tt32538648/?ref_=sr_i_341,"['Carla Simón', 'Neus Pipó Simón']",['Carla Simón'],"['Llúcia Garcia', 'Mitch Martín', 'Tristán Ulloa', 'Celine Tyll', 'León Romagosa', 'Hans Romagosa', 'Marina Troncoso', 'José Ángel Egido', 'Miryam Gallego', 'Sara Casasnovas']","€3,200,000 (estimated)","$15,193","$3,218,305","$81,923","September 5, 2025","['Spain', 'Germany']","['Vigo, Pontevedra, Galicia, Spain (main setting)']","['3Cat', 'Ad Vitam', 'Comunidad de Madrid']","Awards, 2 wins & 36 nominations total","['Spanish', 'Biography', 'Drama', 'Romance']","['Spanish', 'Catalan', 'French', 'Galician']"
342. Jongli,2025,2h 32m,,6.9,4.3K,,"A troubled university student, haunted by family trauma and heartbreak, descends into isolation--until an unexpected bond with a little girl forces him to confront his pain and choose between redemption or remaining lost.",https://www.imdb.com/title/tt31951179/?ref_=sr_i_342,"['Azad Khan', 'Mehedi Hasan Moon', 'Sukriti Saha']",['M Raahim'],"['Siam Ahmed', 'Noireeta Hasin Roudromoyee', 'Shabnam Bubly', 'Prarthona Fardin Dighi', 'Gulshan Ara Ahmed', 'Lichan Ahamed', 'Rashed Mamun Apu', 'Subrata Barua', 'Shahzada Somrat Chowdhury', 'Sohel Khan']",,"$35,000","$85,769","$80,577","March 31, 2025",['Bangladesh'],,"['Abhi Kothachitro', 'MIB Studios']",,"['Bengali', 'Action', 'Drama']",['Bengali']
343. Another World,2025,1h 50m,,7.2,579,74.0,"A spirit guide in the afterlife realm helps souls reach reincarnation. When he meets a young girl whose anger threatens to turn her into a monster, he must save her while learning about human emotions.",https://www.imdb.com/title/tt36639436/?ref_=sr_i_343,"['Saijo Naka', 'Polly Yeung']",['Tommy Kai Chung Ng'],"['Suet-Ying Chung', 'Hiu-Tung Choi', 'Louis Cheung', 'Kay Tse', 'Will Or', 'Thaimay', 'On-Ying Chan', 'Hon-Man Ko', 'Yiu-Tong Lee', 'Tin-Yan Yuen']",,"$27,254","$2,026,171","$78,907","June 5, 2026",['Hong Kong'],,"['Point Five Creations', 'Silver Media Group']","Awards, 1 win & 19 nominations total","['Cantonese', 'Hand-Drawn Animation', 'Action', 'Animation', 'Drama', 'Fantasy']",['Cantonese']
344. Holding Liat,2025,1h 37m,,6.8,252,78.0,"After Liat Beinin Atzili is kidnapped on October 7th, her Israeli-American family faces their own conflicting perspectives to fight for her release and the future of the places they call home.",https://www.imdb.com/title/tt35439895/?ref_=sr_i_344,"['Aviv Atzili', 'Aya Atzili', 'Liat Beinin Atzili']",['Brandon Kramer'],"['Aviv Atzili', 'Aya Atzili', 'Liat Beinin Atzili', 'Netta Atzili', 'Ofri Atzili', 'Chaya Beinin', 'Joel Beinin', 'Tal Beinin', 'Yehuda Beinin']",,"$8,162","$81,589","$78,535","September 11, 2025",['United States'],"['Eilat, Israel']","['Meridian Hill Pictures', 'Common Pictures', 'Kartemquin Films']","Awards, 4 wins & 1 nomination total","['Documentary', 'Drama']","['English', 'Hebrew']"
345. Amrum,2025,1h 33m,,7.2,4.1K,76.0,"In 1945 Amrum Island, 12-year-old Nanning hunts seals, fishes at night, and farms to help feed his family. Life feels idyllic on this windswept isle until peace reveals an unexpected danger closer to home.",https://www.imdb.com/title/tt22507216/?ref_=sr_i_345,"['Fatih Akin', 'Hark Bohm']",['Fatih Akin'],"['Jasper Billerbeck', 'Laura Tonke', 'Lisa Hagmeister', 'Kian Köppke', 'Lars Jessen', 'Detlev Buck', 'Matthias Schweighöfer', 'Diane Kruger', 'Dirk Böhling', 'Hark Bohm']",,"$4,247","$9,306,181","$75,390","April 24, 2026",['Germany'],"['Amrum, Schleswig-Holstein, Germany']","['Bombero International', 'Rialto Film', 'Creative Europe Media']","Awards, 3 wins & 7 nominations total","['German', 'Coming-of-Age', 'Drama', 'History', 'War']",['German']
346. Hot Milk,2025,1h 32m,R,5.6,3.9K,55.0,"With a strange illness, a mother and her daughter embark on a journey to the Spanish coast to find a cure, and along the way the daughter discovers another reality far from her controlling mother.",https://www.imdb.com/title/tt17538632/?ref_=sr_i_346,"['Rebecca Lenkiewicz', 'Deborah Levy']",['Rebecca Lenkiewicz'],"['Emma Mackey', 'Fiona Shaw', 'Patsy Ferran', 'Electra Sarri', 'Yorgos Tsiantoulas', 'Vincent Perez', 'Elena Casablanca', 'Nikos Kardonis', 'Vasilis Tsigristaris', 'Vicky Krieps']",,"$42,185","$522,892","$71,629","May 28, 2025","['United Kingdom', 'Australia']",['Greece (Filmed in Greece to represent Almeria in Spain)'],"['Film4', 'HanWay Films', 'Head Gear Films']","Awards, 3 nominations total","['Coming-of-Age', 'Psychological Drama', 'Drama']",['English']
347. Sod and Stubble,2025,1h 42m,,5.2,180,,The adventures and adversities of a family pioneering on the plains of Kansas.,https://www.imdb.com/title/tt22465610/?ref_=sr_i_347,['Ken Spurgeon'],['Ken Spurgeon'],"['Barry Corbin', 'Buck Taylor', 'Bailey Chase', 'Mary Beth McDonough', 'Rudy Ramos', 'Darby Hinton', 'Delno Ebie', 'Marty Benoit', 'Dodie Brown', 'Wyatt McCrea']",,"$35,334","$68,677","$68,677","March 11, 2026",['United States'],,"['New Albany Films', 'Sod and Stubble Films']",,"['Drama', 'Western']",['English']
348. Tall Tales,2025,1h 4m,,6.5,62,,A fairy tale for the modern world exploring the consequences of human progress.,https://www.imdb.com/title/tt36352504/?ref_=sr_i_348,"['Mark Pritchard', 'Thom Yorke']",['Jonathan Zawada'],"['Mark Pritchard', 'Thom Yorke']",,"$66,350","$127,066","$68,398","May 8, 2025",['United Kingdom'],,['Warp Records'],,['Animation'],['English']
"349. Mad Bills to Pay: (or Destiny, dile que no soy malo)",2025,1h 41m,,6.8,269,80.0,"Summer in The Bronx. He sells ""nutcracker"" cocktails, gets high, stays moving. Then she moves in. Two kids in a cramped apartment, playing house until the city reminds them how fast the streets make you grow up.",https://www.imdb.com/title/tt33562917/?ref_=sr_i_349,['Joel Alfonso Vargas'],['Joel Alfonso Vargas'],"['Juan Collado', 'Destiny Checo', 'Yohanna Florentino', 'Nathaly Navarro', 'Gregory Requena']",,"$23,055","$67,909","$67,909","January 26, 2025","['United States', 'United Kingdom']",,"['Killer Films', 'Perpetuum Films', 'Spark Features']","Awards, 9 wins & 14 nominations total","['Comedy', 'Drama']","['English', 'Spanish']"
350. You Got Gold: A Celebration of John Prine,2025,1h 30m,,8.9,45,,"70+ artists joined family and fans at Nashville's Ryman Auditorium in Oct 2022 for two nights, celebrating John Prine's life and music.",https://www.imdb.com/title/tt37155251/?ref_=sr_i_350,"['Kenneth Blevins', 'Max Brown', 'Tré Burt']",['Michael John Warren'],"['Kenneth Blevins', 'Max Brown', 'Tré Burt', 'Shawn Camp', 'Brandi Carlile', 'Mary Chapin Carpenter', 'Tyler Childers', 'Swamp Dogg', 'Steve Earle', ""Ramblin' Jack Elliott""]",,"$10,320","$66,697","$66,697","October 10, 2025",['United States'],,['RadicalMedia'],,"['Music Documentary', 'Documentary', 'Music']",[]
351. Atropia,2025,1h 43m,R,5.6,1.3K,53.0,Follows an aspiring actress working on a U.S. military base that simulates an Iraqi war zone.,https://www.imdb.com/title/tt31122579/?ref_=sr_i_351,['Hailey Gates'],['Hailey Gates'],"['Alia Shawkat', 'Zahra Alzubaidi', 'Callum Turner', 'Cristian Valle', 'Toby Nichols', 'Gil Perez-Abraham', 'June Carryl', 'Shaholly Ayers', 'Tim Blake Nelson', 'Allius Barnes']",,"$9,052","$64,144","$64,144","February 27, 2026","['United States', 'France', 'Italy']","['Peppermill, 2985 S Las Vegas Blvd., Las Vegas, Nevada, USA (Las Vegas Lounge)']","['Ways & Means', 'Paradise City', 'Big Creek Projects']","Awards, 1 win & 4 nominations total","['Docudrama', 'Comedy', 'Drama', 'War']",['English']
352. Ask E. Jean,2025,1h 31m,,7.3,59,75.0,"E. Jean Carroll won two lawsuits against Donald Trump for defamation and battery. Beyond that, she built a career as a successful magazine writer and authored one of America's longest-running advice columns.",https://www.imdb.com/title/tt38037335/?ref_=sr_i_352,"['Leah Goudsmit', 'Ivy Meeropol', 'Ferne Pearlstein']",['Ivy Meeropol'],"['Lisa Birnbach', 'E. Jean Carroll', 'Roberta Kaplan']",,,"$63,410","$63,410","August 30, 2025",['United States'],,"['Concordia Studio', 'Flora Films', 'Impact Partners']","Awards, 1 win total",['Documentary'],['English']
353. Predators,2025,1h 36m,TV-MA,6.5,3K,83.0,"Exploring the controversial NBC series that caught potential child predators in sting operations, leading to arrests, and its eventual cancellation.",https://www.imdb.com/title/tt34963732/?ref_=sr_i_353,"['Mark de Rond', 'Dani Jayden', 'Casey Mauro']",['David Osit'],"['Mark de Rond', 'Dani Jayden', 'Casey Mauro', 'Dan Schrack', 'Greg Stumbo', 'Byron Harris', 'John Roach', 'Walt Weiss', 'Skeeter Jean', 'T Coy']",,,"$67,397","$60,970","December 8, 2025",['United States'],,"['MTV Documentary Films', 'Sweet Relief Productions', 'Rosewater Pictures']","Awards, 4 wins & 19 nominations total","['Crime', 'Documentary', 'Thriller']",['English']
354. Put Your Soul on Your Hand and Walk,2025,1h 53m,,7.5,1.1K,83.0,"A filmmaker connects with a Palestinian woman in Gaza who documents life under bombardment. Their 200+ days of digital exchanges, the meaning shifts after Fatem's death in an Israeli attack on 16/ April 2025.",https://www.imdb.com/title/tt36598711/?ref_=sr_i_354,['Sepideh Farsi'],['Sepideh Farsi'],"['Sepideh Farsi', 'Fatima Hassouna']",,"$1,994","$112,815","$60,080","September 24, 2025","['France', 'Occupied Palestinian Territory']",,"[""Rêves d'Eau Productions"", '24 Images', 'Région des Pays-de-la-Loire']","Awards, 9 wins & 12 nominations total","['Documentary', 'Drama', 'War']","['English', 'Arabic', 'Persian']"
355. The Ugly,2025,1h 42m,,6.6,1.2K,50.0,"Im Dong-hwan discovers his missing mother's remains after forty years. Determined to find the truth of her disappearance, he embarks on a harrowing journey to uncover his family's dark secrets.",https://www.imdb.com/title/tt33514451/?ref_=sr_i_355,['Yeon Sang-ho'],['Yeon Sang-ho'],"['Park Jeong-min', 'Kwon Hae-hyo', 'Shin Hyeon-bin', 'Han Ji-hyeon', 'Han Ji-Hyun', 'Im Sung-jae', 'Kim Hwan-young', 'Cha Mi-kyung', 'Han Sang-cheol', 'Ko Seo-hie']","$160,000 (estimated)","$26,797","$7,771,907","$58,395","September 11, 2025",['South Korea'],,['Wow Point'],"Awards, 1 win & 10 nominations total","['Korean', 'Psychological Drama', 'Drama', 'Mystery', 'Thriller']",['Korean']
356. Fuck My Son!,2025,1h 34m,,5.3,220,,"A mother's manic quest pulls an unwitting bystander into a twisted, obscene ordeal that spirals into lunacy and terror.",https://www.imdb.com/title/tt32205896/?ref_=sr_i_356,"['Todd Rohal', 'Johnny Ryan']",['Todd Rohal'],"['Tipper Newton', 'Steve Little', 'Robert Longstreet', 'Kynzie Colmery', 'George Sample III', 'Bryan Connolly', 'John Gholson', 'Vincent James Prendergast', 'Lori Z. Cordova', 'Macon Blair']",,"$9,123","$58,207","$58,207","September 26, 2025",['United States'],"['Austin, Texas, USA']","['Professional Motion Picture', 'Little Titan', 'TUbb']","Awards, 2 nominations total","['Comedy', 'Horror']",['English']
357. Forge,2025,1h 54m,R,6.8,73,,"Siblings Raymond and Coco Zhang run a forgery ring. Coerced by a disgraced millionaire, they create counterfeit masterpieces for his family's collection. FBI agent Emily Lee investigates a new string of art forgeries.",https://www.imdb.com/title/tt32332334/?ref_=sr_i_357,['Jing Ai Ng'],['Jing Ai Ng'],"['Kelly Marie Tran', 'Andie Ju', 'Brandon Soo Hoo', 'Sonya Walger', 'Eva De Dominici', 'Edmund Donovan', 'Elaine Thong', 'Phillip Andre Botello', 'Elisa Lau', 'Matthew Andrew Leung']",,"$24,530","$56,963","$56,963","March 9, 2025",['United States'],,"['Florida Man Films', 'Qilinverse']",,"['Cantonese', 'Comedy', 'Crime', 'Drama']","['Cantonese', 'English']"
358. The Blue Trail,2025,1h 25m,,7.0,4.1K,78.0,"To maximize economic productivity, the Brazilian government orders elderly people to move to remote housing colonies. A 77-year-old woman refuses and embarks on a journey through the Amazon that will change her destiny forever.",https://www.imdb.com/title/tt35340614/?ref_=sr_i_358,"['Gabriel Mascaro', 'Tibério Azul', 'Murilo Hauser']",['Gabriel Mascaro'],"['Denise Weinberg', 'Rodrigo Santoro', 'Miriam Socarras', 'Adanilo', 'Rosa Malagueta', 'Clarissa Pinheiro', 'Dimas Mendonça', 'Daniel Ferrat', 'Heitor Lóris', 'Rafael César']",,"$6,607","$345,081","$56,080","August 28, 2025","['Brazil', 'Mexico', 'Netherlands', 'Chile']","['Amazon, Brazil (location)']","['Desvia Filmes', 'Cinevinay', 'Viking Film']","Awards, 10 wins & 40 nominations total","['Portuguese', 'Dystopian Sci-Fi', 'Drama', 'Sci-Fi']",['Portuguese']
359. Jinsei,2025,1h 33m,,6.5,147,73.0,"Our hero becomes a J-pop idol, an outcast, and an oracle in this 100-year chronicle of an extraordinary life, spanning the past, present, and future.",https://www.imdb.com/title/tt36639420/?ref_=sr_i_359,['Ryuya Suzuki'],['Ryuya Suzuki'],"['Ace Cool', 'Remi Chon', 'Eri Kamataki', 'Katsuya Magma', 'Ayumu Nakajima', 'Tsubaki Nekoze', 'Ryotaro Nishino', 'Miho Ohashi', 'Taketo Tanaka', 'Kanji Tsuda']",,"$8,274","$55,127","$55,127","June 12, 2026",['Japan'],,"[""Rock'n Roll Mountain""]","Awards, 1 nomination total","['Japanese', 'Adult Animation', 'Anime', 'Hand-Drawn Animation', 'Psychological Drama', 'Animation', 'Drama', 'Sci-Fi']",['Japanese']
360. The Last One for the Road,2025,1h 40m,,7.1,3K,68.0,"Two blustery 50-somethings have an obsession: going for their last drink. One night, they run into Giulio, a shy architecture student, whose way of seeing the world and love will be transformed as the trio wander from bar to bar of Veneto.",https://www.imdb.com/title/tt36491632/?ref_=sr_i_360,"['Adriano Candiago', 'Francesco Sossai']",['Francesco Sossai'],"['Filippo Scotti', 'Sergio Romano', 'Pierpaolo Capovilla', 'Roberto Citran', 'Andrea Pennacchi', 'Simone Bergamasco', 'Giulia Bertasi', 'Eva Bortoluzzi', 'Francesco Busolin', 'Mauro Candeago']",,"$8,663","$3,009,688","$54,207","October 2, 2025","['Italy', 'Germany']","['Memoriale Brion, Altivole, Treviso, Veneto, Italy (location)']","['Vivo Film', 'Rai Cinema', 'Maze Pictures']","Awards, 10 wins & 17 nominations total","['Italian', 'Road Trip', 'Comedy', 'Crime', 'Drama']","['Italian', 'English', 'Spanish', 'Japanese']"
361. Pools,2025,1h 39m,,5.7,976,,"In the midst of her whole life falling apart, Kennedy attempts to somehow reconnect with her dead father, searching for permission to live her own life within a wild pool-hopping escape through the elaborate estates of her college town.",https://www.imdb.com/title/tt10343438/?ref_=sr_i_361,['Sam Hayes'],['Sam Hayes'],"[""Odessa A'zion"", 'Mason Gooding', 'Michael Vlamis', 'Tyler Alvarez', 'Francesca Noel', 'Ariel Winter', 'Suzanne Cryer', 'Raymond Fox', 'Lucinda Johnston', 'Joe Angelo Menconi']",,"$10,534","$61,205","$53,478","September 5, 2025",['United States'],"['Lake Forest, Illinois, USA (Chicagoland)']","['Paesanos Pictures', 'Chicago Media Angels']","Awards, 1 nomination total","['Comedy', 'Drama']",['English']
362. Islands,2025,2h 1m,Not Rated,6.4,3K,76.0,"Tom, a tennis pro washed up on a holiday island. Now he's the coach at a hotel resort, hitting countless balls over the net to tourists. When he crosses paths with a particular tourist family, it seems he's found an escape of his own.",https://www.imdb.com/title/tt27796126/?ref_=sr_i_362,"['Jan-Ole Gerster', 'Blaz Kutin', 'Lawrie Doran']",['Jan-Ole Gerster'],"['Sam Riley', 'Stacy Martin', 'Jack Farthing', 'Dylan Torrell', 'Pep Ambròs', 'Bruna Cusí', 'Ramiro Blas', 'Ahmed Boulane', 'Fatima Adoum', 'Maya Unger']",,"$26,717","$344,036","$53,192","January 30, 2026",['Germany'],"['Hotel Riu Palace Tres Islas, Corralejo, Fuerteventura, Canary Islands, Spain (location)']","['Augenschein Filmproduktion', 'Deutscher Filmförderfonds (DFFF)', 'Film- und Medienstiftung NRW']","Awards, 2 wins & 3 nominations total","['Psychological Drama', 'Psychological Thriller', 'Crime', 'Drama', 'Mystery', 'Thriller']","['English', 'Spanish', 'German']"
