Title,Year,Duration,MPA,Rating,Votes,méta_score,description,Movie Link
227. Ring of Fire,1961,1h 31m,Approved,6.2,711,,"In the 1960s Oregon, two sheriff deputies arrest three teenagers for robbery but are overpowered and taken hostage while forest fires rage all around them.",https://www.imdb.com/title/tt0055374/?ref_=sr_i_227
228. Mad Dog Coll,1961,1h 28m,,5.5,396,,"Story of Vincent ""Mad Dog"" Coll, a notorious gangland killer in the 1930s.",https://www.imdb.com/title/tt0055118/?ref_=sr_i_228
229. Der grüne Bogenschütze,1961,1h 33m,,5.9,900,,"An English businessman comes home to London, only to find visitors to his home being killed by arrows from ""the Green Archer.""",https://www.imdb.com/title/tt0054947/?ref_=sr_i_229
230. The Queen's Guards,1961,1h 50m,Approved,5.8,190,,Grenadier Guards Captain John Fellowes prepares for the Trooping the Colour ceremony and reminisces about his years at Sandhurst Military Academy as well as his family's dramatic life.,https://www.imdb.com/title/tt0055348/?ref_=sr_i_230
231. Misty,1961,1h 31m,Approved,6.5,391,,"Every year the Chincoteague fire department rounds up the wild ponies of Assateague Island, and then auctions off the colts and yearlings to thin out the herd. A young brother and sister, Paul and Maureen Beebe, have set their hearts on owning one particular wild three-year-old pony, The Phantom. Only they have to earn the money, the Phantom has to be captured in the roundup (which she never has), and then they have to outbid everyone else for her in the auction. And even the Phantom herself has a surprise for Paul and Maureen: a foal named Misty.",https://www.imdb.com/title/tt0055186/?ref_=sr_i_231
232. The Sins of Rachel Cade,1961,2h 4m,Approved,5.9,617,,"While the Nazi regime subjugates European nations during World War II, in the Belgian Congo nurse Rachel Cade tries to cure the local people. Colonel Derode falls in love with her, but an injured young American pilot upsets his plans.",https://www.imdb.com/title/tt0055453/?ref_=sr_i_232
233. Ada,1961,1h 49m,Approved,6.6,1.1K,,"Political drama about an honest but naive gubernatorial candidate who is manipulated by his corrupt campaign manager and is forced to temporarily cede power to his wife, a woman of integrity despite her shameful past.",https://www.imdb.com/title/tt0054601/?ref_=sr_i_233
234. A Cold Wind in August,1961,1h 20m,Approved,6.6,436,,An older woman seduces an impressionable working-class boy who falls deeply in love with her. Disillusionment sets in when the boy discovers that she is a stripper.,https://www.imdb.com/title/tt0054755/?ref_=sr_i_234
235. Bandits of Orgosolo,1961,1h 35m,,7.7,804,,"Sardinian shepherds Michele, Peppeddu encounter bandits. Michele evades police, sheep perish. Wrongly charged with murder, impoverished, Michele turns outlaw. He resorts to violence, banditry for survival, fueling a lawless spiral.",https://www.imdb.com/title/tt0053632/?ref_=sr_i_235
236. Kipling's Women,1961,1h,,4.6,65,,"One of the first of the Nudies to gain wide-spread showing in the U.S., although still relegated mostly to the grind houses or, in some situations, long-time schlock distributor Kroger Babb ""four-walled"" it, by renting the theatre for a flat fee and taking all of the proceeds including, according to one exhibitor, the theatre rental fees. This film purports to be ""A Picturization of Rudyard Kipling's Immortal Poem---The Ladies."" It starts with retired soldier and world-traveler Tommy Atkins in a pine lodge enjoying his pipe and 4-fingers of Scotch, and there to provide other creature comforts is the voluptuous Cameo Girl, while Tommy opens a Kipling volume that he allows is an account of his own experience with women around the world. The selling point in the ads is that all the women shown ""are wearing the wind"" and nothing else. Very true. Very naked. In addition to showing some nude shots in the press book, co-producer Harry Smith has inserted a plea to the projectionists to please don't snipe the film frames. Instead, just write him at 6310 Willoughby in Hollywood and he will send them them a complete set of color slides on all six gals...Free. (The offer is no longer valid, so save your stamp. None of your business how we know.) ""Sweet Thing of 16"" is publicized as actually being a 16-year-old high school junior from New Mexico. The odds are at least 100-1 that she could have produced a drivers license showing she was at least 21 if anybody from Hollywood's Juvenile Division of the police department had come poking around the set. Those who only buy ""Playboy"" for the stories can watch this and enjoy it for Kipling lines such as ""the Colonel's Lady and Judy O'Grady are sisters under the skin."" The Smith Brothers (not Mark and Trade) prove it here.",https://www.imdb.com/title/tt0142453/?ref_=sr_i_236
237. Atlas Against the Cyclops,1961,1h 40m,Not Rated,4.6,385,,"Strongman Maciste must battle the one-eyed Cyclops monster that is ravaging the land of Sadok, while at the same time fending off the advances of the evil Queen Capys, who wants to do a little ravaging of her own.",https://www.imdb.com/title/tt0055116/?ref_=sr_i_237
238. Saptapadi,1961,2h 43m,,8.3,503,,"Set in World War II, the reverend Krishnendu runs a military hospital in Bankura. A drunken Anglo-Indian woman soldier is brought to him for treatment and he recognized her as his former love Rina Brown.",https://www.imdb.com/title/tt0055411/?ref_=sr_i_238
239. By Love Possessed,1961,1h 55m,Not Rated,5.4,663,,Neurotic woman engages in an affair with the law partner of her impotent husband.,https://www.imdb.com/title/tt0054710/?ref_=sr_i_239
240. Onna bakari no yoru,1961,1h 33m,,7.3,345,,A prostitute tries to change her life after the enforcement of an anti-prostitution law.,https://www.imdb.com/title/tt0203040/?ref_=sr_i_240
241. Roommates,1961,1h 31m,Not Rated,5.9,391,,"In order to cut costs and conduct practice sessions, a group of students studying at an elite music school decide to stay together. Soon, one of them finds himself in trouble.",https://www.imdb.com/title/tt0055354/?ref_=sr_i_241
242. Battle of the Worlds,1961,1h 24m,Approved,4.3,1K,,"A runaway asteroid dubbed ""The Outsider"" mysteriously begins orbiting the Earth and threatens it with lethal flying saucers.",https://www.imdb.com/title/tt0054950/?ref_=sr_i_242
243. Uzu,1961,1h 29m,,,,,,https://www.imdb.com/title/tt0816693/?ref_=sr_i_243
244. I Like Money,1961,1h 37m,Approved,6.1,542,,"A poor but proud French teacher gets fired after refusing to modify the grades of a rich student. As this could be the opportunity to exploit his honesty, Castel Benac hires Topaze as a managing director for a shady business.",https://www.imdb.com/title/tt0055201/?ref_=sr_i_244
245. The Fascist,1961,1h 42m,,7.4,866,,"The quest of a Fascist soldier, whose mission is to catch a political enemy during at the end of World War II.",https://www.imdb.com/title/tt0054870/?ref_=sr_i_245
246. Samson and the 7 Miracles of the World,1961,1h 20m,,4.8,326,,Sam must rescue a beautiful Chinese princess from a marauding horde of warriors.,https://www.imdb.com/title/tt0055114/?ref_=sr_i_246
247. War Is Hell,1961,1h 21m,,5.5,145,,"During the Korean War, a glory-hunting sergeant leads his platoon on a mission against the enemy--not telling them that a cease-fire has just been declared--so that he can win medals. Trouble arises when some members of platoon begin to suspect that something is fishy.",https://www.imdb.com/title/tt0052376/?ref_=sr_i_247
248. Claudelle Inglish,1961,1h 39m,Approved,6.1,435,,"In Georgia, the young and attractive daughter of poor farmers is forced by her mother to ditch her young boyfriend in order to marry an old rich neighbor but the girl rebels by becoming the town's harlot.",https://www.imdb.com/title/tt0054752/?ref_=sr_i_248
249. The Two Little Bears,1961,1h 21m,Approved,6.1,84,,"Harry Davis, principal of the Burberry Elementary School, is concerned because his two little boys wish they were bears. One day, the two boys meet an old gypsy who tells them to use a magic cream and teaches them a spell to turn themselves into bears. When they find their sister's strange freckle cream, they do become bears. Unfortunately, when they turn back into boys, no one will believe their story.",https://www.imdb.com/title/tt0055555/?ref_=sr_i_249
250. Anatomy of a Psycho,1961,1h 15m,PG-13,4.1,645,,The crazed brother of a condemned killer sent to the gas chamber swears vengeance on those he holds responsible for his brother's execution.,https://www.imdb.com/title/tt0054627/?ref_=sr_i_250
251. Man Called Rocca,1961,1h 42m,,6.4,596,,"(1961) Jean Paul Belmondo, Christine Kaufman. In this fine thriller, JP's friend ends up in prison. JP then tracks down the man responsible.",https://www.imdb.com/title/tt0055569/?ref_=sr_i_251
252. Za dvoma zaytsiamy,1961,1h 17m,,8.0,1.3K,,"Madcap comedy set in early 20th century Kyiv about a barber whose fondness for drink, gambling, and women lead to bankruptcy. He marries an ugly rich woman to solve his financial woes, but pines for a virtuous beauty who despises him.",https://www.imdb.com/title/tt0055635/?ref_=sr_i_252
253. The George Raft Story,1961,1h 46m,Approved,5.7,304,,"Dancer George Raft (Ray Danton) finds himself involved with the criminal underworld. After a conflict with gangster boss Frank Donatella (Joe de Santis), he is exiled to Hollywoood, where he wins a role in the film ""Scarface"" and becomes famous. He lives with actress Lisa Lang (Jayne Mansfield) in a huge villa, but when his mother dies, he deserts her. His career slides downhill until he is offered a part in ""Some Like it Hot"" and becomes famous again.",https://www.imdb.com/title/tt0054918/?ref_=sr_i_253
254. Twenty Plus Two,1961,1h 42m,Approved,6.2,620,,A famous movie star's fan-club secretary has been brutally murdered. She has in her office old newspaper clippings regarding a missing heiress. Did the secretary know something about the mystery of the heiress? Tom Alder investigates.,https://www.imdb.com/title/tt0055552/?ref_=sr_i_254
255. The Best of Enemies,1961,1h 44m,Approved,6.7,793,,In 1941 during the desert war in Abyssinia the Italian captain Blasi and the British major Richardson alternate between being bitter enemies or best friends depending on the circumstances.,https://www.imdb.com/title/tt0054678/?ref_=sr_i_255
256. The Three Musketeers: Part I - The Queen's Diamonds,1961,1h 42m,,6.6,657,,"In order to join the Musketeers, young D'Artagnan is embroiled in a plot in which Cardinal of Richelieu tries to take control of power from the King of France, along with Rochefort and Milady de Winter,",https://www.imdb.com/title/tt0055549/?ref_=sr_i_256
257. L'enclos,1961,1h 45m,,6.7,187,,A deadly face-to-face between a German prisoner and a Jew locked in a concentration camp enclosure.,https://www.imdb.com/title/tt0188589/?ref_=sr_i_257
"258. No, My Darling Daughter",1961,1h 37m,Not Rated,5.9,264,,"Tansy Carr (Juliet Mills) is the vivacious daughter of a wealthy international industrialist who runs away with a playboy millionaire, but falls in love with the hard-working young man who has been sent to bring her back.",https://www.imdb.com/title/tt0055235/?ref_=sr_i_258
259. Famous Love Affairs,1961,2h 10m,,5.1,277,,Anthology of four love stories that have some historical basis.,https://www.imdb.com/title/tt0054516/?ref_=sr_i_259
260. The Snake Woman,1961,1h 8m,Approved,4.9,587,,"While investigating unusual snakebite deaths in a rural village, a Victorian Scotland Yarder charms a cold-bloodied beauty.",https://www.imdb.com/title/tt0055456/?ref_=sr_i_260
261. Jab Pyar Kisise Hota Hai,1961,2h 19m,,6.6,159,,"Nisha lives a very wealthy lifestyle in Neelgaon, India, with her businessman dad, Sardar Roop Singh. She is now of marriageable age, and her dad wants her to marry his friend's son, Sohan, but Nisha dislikes him. While traveling to Darjeeling with a dance troupe, she meets with her dad's business associates' son, Popat Lal, and after a few misadventures, both fall in love with each other. She takes him to meet her dad where he can also finalize his business transaction, but when Roop comes inside, he finds that Popat has disappeared, and in his place is another man claiming to be the real Popat. Nisha heart is broken and she starts to hate Popat. She does meet with Popat, who tells her that his real name is Sunder and both had been promised to each other by their respective parents, but Roop had subsequently changed his mind. Nisha believes him and agrees to marry him without her father's blessings. When the marriage is to take place, a man named Khanna comes over and tells Nisha that Sunder is already married to woman named Shanti, who he subsequently killed, and had been the primary accused in this case by the police. Watch what impact this news has on the marriage, and see what excuses Sunder now comes up with.",https://www.imdb.com/title/tt0230348/?ref_=sr_i_261
262. All Hands on Deck,1961,1h 40m,Approved,5.6,315,,"Follows a Navy ship that has a captain obsessed with catching a fish, a singing executive officer who wants to get married, and an Indian with a turkey as a pet.",https://www.imdb.com/title/tt0054613/?ref_=sr_i_262
263. Man-Trap,1961,1h 33m,Unrated,6.0,268,,Two Korean War veterans re-unite to pull off a heist at a San Francisco airport but find themselves running for their lives.,https://www.imdb.com/title/tt0055134/?ref_=sr_i_263
264. Nudist Life,1961,1h 12m,Not Rated,4.7,28,,A quintet of ringers in a Florida nudist colony.,https://www.imdb.com/title/tt0182345/?ref_=sr_i_264
"265. Adiós, Mimí Pompón",1961,1h 42m,,5.6,50,,"Mimí Pompón, a famous French singer of the early twentieth century, leaves everything to marry Heriberto Promenade, rich and jealous merchant of Limoges (France) that previously was married until in five occasions. Although Mimí has also been a widow five times. Saintpaul, a shrewd police inspector, and his assistant Pierre are wary of such casual deaths and will closely monitor Promenade's mansion.",https://www.imdb.com/title/tt0053568/?ref_=sr_i_265
266. Princess of Cleves,1961,1h 41m,,6.1,525,,"Princess of Cleves is married with a rich and old prince but she loves secretly a lord younger, more beautiful and also very popular.",https://www.imdb.com/title/tt0054208/?ref_=sr_i_266
267. Wa Islamah,1961,1h 50m,Not Rated,6.6,395,,"Set in the 13th century, under their leader Timur, the Tartar hordes invade the Middle East and take over areas as widespread as Persia, Egypt, and Syria. A lowly woman from a harem rises to lead the Egyptians against the invaders.",https://www.imdb.com/title/tt0370051/?ref_=sr_i_267
268. What a Whopper,1961,1h 30m,,5.2,294,,"A writer fabricates evidence of the Loch Ness Monster, seeking publication. Rejected by publishers, he and friends travel to Scotland, attempting to convince locals with their staged photographs and fake monster prop.",https://www.imdb.com/title/tt0055615/?ref_=sr_i_268
269. The Littlest Warrior,1961,1h 23m,TV-Y7-FV,6.4,104,,Zushio and his sister Anju are kidnapped and sold to a cruel slave-master. Will they ever be reunited with their mother again?,https://www.imdb.com/title/tt0054631/?ref_=sr_i_269
"270. Hey, Let's Twist!",1961,1h 19m,Not Rated,4.4,155,,"The rise, fall, and resurgence of the Peppermint Lounge nightclub is chronicled. The sons of the Peppermint Lounge nightclub owner nearly topple the club's initial success by redesigning the place, then realize their mistake.",https://www.imdb.com/title/tt0054971/?ref_=sr_i_270
271. The Choppers,1961,1h 6m,Not Rated,4.7,454,,"A gang of teenage delinquents terrorize a small community by stealing cars and stripping them for parts, then selling the parts to a crooked junkyard owner. The police and an insurance company investigator set out to break up the gang.",https://www.imdb.com/title/tt0054744/?ref_=sr_i_271
272. Blond muß man sein auf Capri,1961,1h 30m,,5.4,33,,"Maria and Hannes are looking forward to their vacation together when Hannes has to go away on business at short notice. Maria suspects that Hannes is having an affair with another woman and defiantly travels to Capri with her friends. There she is courted by the local men, and one of them stirs up emotions in Maria.",https://www.imdb.com/title/tt0054688/?ref_=sr_i_272
273. Scanty Panties,1961,1h 12m,,,,,"Ribald comedy routines with burlesque house comics, striptease acts and exotic dance numbers.",https://www.imdb.com/title/tt7255934/?ref_=sr_i_273
274. King of the Roaring 20's: The Story of Arnold Rothstein,1961,1h 46m,Approved,5.6,307,,"The story of flamboyant Prohibition-era gangster, gambler and bootlegger Arnold Rothstein.",https://www.imdb.com/title/tt0055048/?ref_=sr_i_274
275. The Secret Partner,1961,1h 31m,,6.6,798,,"A wealthy London-based shipping magnate is blackmailed by an evil dentist which threatens to reveal an old case of fraud, while the dentist himself is threatened by a mysterious masked man.",https://www.imdb.com/title/tt0055422/?ref_=sr_i_275
276. Støv på hjernen,1961,1h 44m,Not Rated,6.7,809,,Comedy about the people in an apartment building.,https://www.imdb.com/title/tt0055487/?ref_=sr_i_276
277. A Matter of WHO,1961,1h 30m,Not Rated,6.2,196,,A man's death of smallpox at London airport sends officials into a panic as they conduct a frantic search for the carrier.,https://www.imdb.com/title/tt0055156/?ref_=sr_i_277
278. The Connection,1961,1h 50m,Not Rated,7.0,1.1K,,Men sent their own way await heroin in Leach's apartment.,https://www.imdb.com/title/tt0054763/?ref_=sr_i_278
279. Ghosts of Rome,1961,1h 41m,,6.8,693,,Several ghosts in an ancient palazzo in Rome join together to save their home from destruction. Mastrianni plays several parts and is hilarious. The other actors are great too.,https://www.imdb.com/title/tt0054867/?ref_=sr_i_279
280. Kabuliwala,1961,2h 14m,,8.0,368,,"A poor Afghani leaves his family behind to earn a living as a dried fruit vendor in India. Profoundly homesick, he befriends a young girl who reminds him of his own daughter. Meanwhile, the locals are distrustful of all foreigners.",https://www.imdb.com/title/tt0055039/?ref_=sr_i_280
281. No Love for Johnnie,1961,1h 50m,,6.9,666,,"After winning re-election, British Labour Party M.P. Johnnie Byrne faces a series of setbacks in his political career, as well as in his marriage, and must act wisely in order to save both.",https://www.imdb.com/title/tt0055234/?ref_=sr_i_281
282. El mundo de los vampiros,1961,1h 23m,,5.5,239,,A vampire uses two sisters to seek revenge from the last member of a family that persecuted the vampires in Europe.,https://www.imdb.com/title/tt0054484/?ref_=sr_i_282
283. The Joy of Living,1961,2h 12m,,6.5,578,,"Ulisse is a naive young man out looking for a job after being released from the army. He drops the offer he gets from a group of fascists to go in with the Fossatis, a family of anarchists (unknown to him).",https://www.imdb.com/title/tt0053707/?ref_=sr_i_283
284. Sanctuary,1961,1h 30m,,6.1,357,,William Faulkner's steamy tale set in the South in the 1920s. Governer's daughter is seduced and raped by a Cajun who returns after she's married to cause her further trouble.,https://www.imdb.com/title/tt0055402/?ref_=sr_i_284
285. The Tartars,1961,1h 23m,Approved,4.6,520,,Tartan and Viking forces clash in what is modern-day Russia.,https://www.imdb.com/title/tt0056558/?ref_=sr_i_285
286. Gharana,1961,2h 34m,Not Rated,7.0,84,,"A mother and daughter create bitterness, hatred, acrimony and discord in a wealthy family.",https://www.imdb.com/title/tt0146791/?ref_=sr_i_286
287. Landsbylægen,1961,1h 27m,,5.6,136,,"A new, single, young doctor comes to town, taking over from a retiring doctor. The young women are excited and the old women have something to gossip about. He proves to be honest, competent and reliable. Who's the lucky lady?",https://www.imdb.com/title/tt0122581/?ref_=sr_i_287
288. Ziteitai pseftis,1961,1h 22m,,7.2,837,,"A sharp altercation will pave the way for a brilliant career when a shameless liar meets his future employer: a resourceful parliamentarian. But, what happens when he tells one lie too many? Is his flair for fiction always beneficial?",https://www.imdb.com/title/tt0184079/?ref_=sr_i_288
289. The Betrayer,1961,2h 7m,,6.1,371,,"Vanina Vanini, a bored, spoiled Roman countess, falls in love with a dedicated young patriot who is in Rome to assassinate a traitor to the brotherhood of the Free Masons.",https://www.imdb.com/title/tt0055585/?ref_=sr_i_289
290. Garibaldi,1961,2h 9m,Not Rated,6.3,470,,How Italy's historic national hero Giuseppe Garibaldi led a military campaign known as Expedition of the Thousand in 1860 and conquered Sicily and Naples.,https://www.imdb.com/title/tt0054447/?ref_=sr_i_290
291. The Forger of London,1961,1h 33m,,6.1,666,,"A ring of counterfeiters is flooding the country with phony money, and suspicion falls upon a wealthy playboy who may--or may not--have amnesia.",https://www.imdb.com/title/tt0054906/?ref_=sr_i_291
"292. Nikki, Wild Dog of the North",1961,1h 14m,G,6.7,530,,The rugged Canadian wilderness is the backdrop to this story of a dog separated from his owner.,https://www.imdb.com/title/tt0055232/?ref_=sr_i_292
293. Casi casados,1961,1h 15m,,7.0,9,,,https://www.imdb.com/title/tt0244456/?ref_=sr_i_293
294. Sampoorna Ramayana,1961,3h 3m,,7.7,85,,"This is the story of Lord Ram and his years spent in exile with his wife and brother, and also chronicles the end of the demon king Ravan and his family.",https://www.imdb.com/title/tt0242840/?ref_=sr_i_294
295. Taxi for Tobruk,1961,1h 35m,,7.2,2.1K,,"During World War II, French commandos join forces with a German officer in order to survive the African desert.",https://www.imdb.com/title/tt0054425/?ref_=sr_i_295
296. Johnny Nobody,1961,1h 28m,TV-PG,6.3,340,,A small Irish town: atheist writer shot by a man claiming amnesia. Miracle or murder? Local priest discovers it's a plot: revenge killing. Gets to trial too late - the jury have acquitted. JN gloats - to be struck dead in the courtroom.,https://www.imdb.com/title/tt0055030/?ref_=sr_i_296
297. Armored Command,1961,1h 39m,Approved,5.1,279,,An American army unit is trapped in a small town during a German counterattack and discovers that a spy in the town is providing the Germans with information about them.,https://www.imdb.com/title/tt0054636/?ref_=sr_i_297
298. The Devil Inside,1961,1h 11m,,6.6,283,,"When Scotland Yard finds themselves up against a brick wall in tracking down a vicious gang of thieves and bank robbers, they call in Layton, a loner from MI5 to work his way into the gang and help bring them down.",https://www.imdb.com/title/tt0055247/?ref_=sr_i_298
299. Slave of Rome,1961,1h 25m,,5.7,138,,"At the time of Caesar's conquest of Gaul, a Roman tribune falls in-love with the daughter of a Gallic chieftain during a dangerous mission.",https://www.imdb.com/title/tt0054274/?ref_=sr_i_299
300. Dondi,1961,1h 39m,Not Rated,3.6,326,,"Six American GIs stationed in Italy befriend an orphaned boy, but the soldiers remain unaware that the lad has stowed away with them when they return to the U.S.",https://www.imdb.com/title/tt0054816/?ref_=sr_i_300
301. Jungle Street Girls,1961,1h 22m,,5.8,191,,"Terry Collins mugs an old man, who subsequently dies. Joe Lucas finds out about it and blackmails him, threatening to turn him in to the police if he doesn't give him money. Terry then plans to rob the safe at a night club with his friend Johnny, who is the boyfriend of a stripper (Jill Ireland) that Terry's infatuated with.",https://www.imdb.com/title/tt0055034/?ref_=sr_i_301
302. The Last Judgment,1961,1h 40m,Not Rated,6.6,798,,"In Naples, a voice from the skies announces one morning that the final judgment will be at 6 p.m. on that day. What follows is a series of vignettes depicting various people's reactions (or lack there of) to the announcement.",https://www.imdb.com/title/tt0054931/?ref_=sr_i_302
303. Why Bother to Knock,1961,1h 29m,,5.1,255,,A romantically active travel agent gives all of his girlfriends keys to his flat - too many to keep count of.,https://www.imdb.com/title/tt0055621/?ref_=sr_i_303
304. Nude in Charcoal,1961,1h 15m,,5.4,21,,A maestro and his budding female student artist get too close for comfort.,https://www.imdb.com/title/tt0056292/?ref_=sr_i_304
305. The 7th Commandment,1961,1h 22m,Approved,6.2,119,,"A car wreck gives Pete amnesia. He becomes an evangelist with a preacher's help. His new success leads his ex and her boyfriend to blackmail him over missing money. As his memory returns, Pete believes that he killed the other driver.",https://www.imdb.com/title/tt0054297/?ref_=sr_i_305
306. Bloodlust!,1961,1h 8m,Approved,3.6,2.6K,,"A crazed hunter kidnaps people and turns them loose on his private estate, where he hunts them for sport.",https://www.imdb.com/title/tt0054691/?ref_=sr_i_306
307. Komtessen,1961,1h 40m,,6.5,165,,"In the village Karrild, Countess Sonja Hardenborg and the young unmarried woman Marta give birth to one daughter each. Marta dies after birth, so her little girl Betina comes under the Countess care.",https://www.imdb.com/title/tt0055057/?ref_=sr_i_307
308. Le président,1961,1h 50m,,7.2,1.1K,,"At 73, France's ex-president, Emile Beaufort, faces declining health, but he still plays a vigorous role behind the scenes as a philosopher and, potentially, as a power broker. In particular, his relationship with Philippe Chalamont comes into play: Chalamont seems in line to be the next Prime Minister, and Beaufort's history with him is long, deep, and problematic. As Beaufort dictates his memoirs, his narrative take us to occasions, 15 and 20 years before, in which Chalamont and he clashed. Chalamont is not without talent and guile: he comes directly to Beaufort to see if they can sort things out. What will Beaufort, ill health and all, do?",https://www.imdb.com/title/tt0055336/?ref_=sr_i_308
309. V.D.,1961,1h 31m,,5.3,210,,"A high-school track star's wedding plans are capsized by venereal disease and a bad, beautiful new girl in town. His coach and a physician steer him into the light again.",https://www.imdb.com/title/tt0055580/?ref_=sr_i_309
310. A cavallo della tigre,1961,1h 49m,,7.1,591,,"An inept thief wants to escape prison and return to his family, but two of his prison mates also want out.",https://www.imdb.com/title/tt0054586/?ref_=sr_i_310
311. A Fever in the Blood,1961,1h 57m,Approved,6.4,258,,"The murder of a socialite leads to a sensational trial, with a close governor's race hanging on its outcome.",https://www.imdb.com/title/tt0054873/?ref_=sr_i_311
312. Romanoff and Juliet,1961,1h 43m,Approved,6.3,532,,"Concordia, a powerless European country, holds the deciding vote in a UN resolution. The U.S. and Soviet Union manipulate Concordia, but its leader challenges them by playing matchmaker.",https://www.imdb.com/title/tt0055383/?ref_=sr_i_312
313. Sunswept,1961,1h 9m,,,,,,https://www.imdb.com/title/tt2171506/?ref_=sr_i_313
314. Dersu Uzala,1961,1h 26m,,7.5,303,,"The story of a russian explorer (Vladimir Arsenev) in the wilderness of Siberia and Dersu Uzala, a native guide on his trip.",https://www.imdb.com/title/tt0411281/?ref_=sr_i_314
315. Agapi kai thyella,1961,1h 23m,,5.6,34,,"To meet his young correspondent, a sergeant and his brother-in-arms arrive in Athens. In the next five days, an irresistible attraction between her and the taciturn friend will lead to a fervid romance. Can the two comrades remain friends?",https://www.imdb.com/title/tt0231100/?ref_=sr_i_315
316. The Man in the Back Seat,1961,57m,,6.8,202,,"Two young thugs rob a bookie leaving a dog-racing track with his winnings, but when they grab his case full of money they discover that he has chained it to his wrist. They dash around town trying to find a way to separate the case from the wrist of the bookie, who the pair has by now beaten so badly he appears to be dead. They finally come up with what they think is a foolproof plan, but soon something happens that they weren't quite expecting.",https://www.imdb.com/title/tt0244055/?ref_=sr_i_316
317. Megh,1961,1h 47m,Not Rated,6.7,8,,"Megh is a 1961 Indian Bengali Movie directed by Utpal Dutt. Produced by. film Star cast Utpal Dutt, Anil Chatterjee, Rabi Ghosh, Satya Banerjee, Jahor Roy, Haradhan Bandopadhyay, Malabika Gupta, in lead roles. the film has music by. Ravi Shankar.",https://www.imdb.com/title/tt0214942/?ref_=sr_i_317
318. Sekai daisensô,1961,1h 50m,,6.3,271,,The stories of Japanese civilians with the specter of a nuclear World War III looming.,https://www.imdb.com/title/tt0055428/?ref_=sr_i_318
319. Und sowas nennt sich Leben,1961,1h 31m,,6.0,30,,,https://www.imdb.com/title/tt0055570/?ref_=sr_i_319
320. The Girl with the Golden Eyes,1961,1h 30m,,6.1,232,,,https://www.imdb.com/title/tt0054928/?ref_=sr_i_320
321. Twist Around the Clock,1961,1h 23m,TV-Y7,4.8,255,,"The plot is virtually identical to the plot of the earlier film ""Rock Around the Clock"": A struggling manager visits a hayseed town, discovers a new dance craze, and hopes to turn it into a overnight nationwide sensation. Features performances by Chubby Checker and Dion.",https://www.imdb.com/title/tt0055554/?ref_=sr_i_321
322. The Invincible Gladiator,1961,1h 36m,Not Rated,5.5,123,,A Roman warrior leads a revolt against an evil ruler.,https://www.imdb.com/title/tt0056027/?ref_=sr_i_322
323. Birth Certificate,1961,1h 39m,,7.5,440,,"Three episodes dealing with the harsh situation of children at the time of war. They stay at orphanages, wait for their parents to come back, help the soldiers, hide in the forests and do their best to survive.",https://www.imdb.com/title/tt0055492/?ref_=sr_i_323
324. The World in My Pocket,1961,1h 33m,,6.2,132,,When an enigmatic woman hires a group of criminals to rob a US Army payroll armored truck bound for Marseilles things go wrong.,https://www.imdb.com/title/tt0055252/?ref_=sr_i_324
325. Sasural,1961,2h 44m,,6.7,57,,"Shekhar lives a poor lifestyle along with his maternal uncle, Dharamdas; his aunt; a cousin, Sita - who is separated from her husband, Mahesh; and also has a sister, Gauri, who had eloped with her lover and everyone believes is dead. He studies in college along with wealthy fellow collegian, Bela. Both do not get along, but that changes when her dad comes to know about Shekhar's good character and thinks that he will be a suitable son-in-law. He approaches Dharamdas and arranges their marriage with the condition that Shekhar move in with his family, to which Dharamdas and Shekhar agree but Bela's mom is displeased as she would like her daughter to marry Rajan Murari, the son of their employee, Govindram. Despite of this, the marriage does take place and Shekhar moves in, is employed by Thakur, and the family settles down to a fairly harmonious relationship. Their idyllic lifestyle is shattered when Bela suspects, and then across evidence that Sita and Mahesh, who are now together, have stolen her diamond necklace; that Shekhar is having an affair with a dancing girl; that he has embezzled Rs.10,000/- and had gone to an undisclosed location for 3 days. Things get even worse when Thakur meets with an accident, and subsequently passes away - paving the way for his wife to arrange her daughter's divorce and Shekhar's death.",https://www.imdb.com/title/tt0246916/?ref_=sr_i_325
326. Sanjog,1961,,,5.9,31,,"Believing his wife to be dead after giving birth to a boy, a husband leaves and re-locates to the city.",https://www.imdb.com/title/tt0055406/?ref_=sr_i_326
327. Battle at Bloody Beach,1961,1h 23m,Approved,5.4,529,,"In 1941, after the Japanese invasion of the Philippines, American civilian Craig Benson helps organizing the Philippine guerrilla fighters, delivering supplies and evacuating stranded civilians.",https://www.imdb.com/title/tt0054671/?ref_=sr_i_327
328. Shola Aur Shabnam,1961,2h 15m,Not Rated,7.7,68,,"Shola aur Shabnam explores the story of childhood love, loss and reunion. Ravi and Sandhya are thick friends. Sandhya belongs to an affluent family whereas Raviâ€TMs family is poor. The two get separated when Sandhyaâ€TMs father is transferred to a different city. The film then fast forwards to the future, where Ravi is now grown up and is in dire need of a job! His friend Prakash offers him a place in his factory for a good salary, which Ravi happily accepts. His life seems hunky dory thereafter until he finds out that Prakashâ€TMs fiancÃ© is none other than Sandhya! Will Ravi and Sandhya be able to reignite their childhood love? How will Prakash react when he discovers that his fiancÃ© is in love with his best friend, Ravi?",https://www.imdb.com/title/tt0055444/?ref_=sr_i_328
